Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
SRR18306570_1	(1, 31.097790243938654)	(2, 31.059613510122304)	(3, 31.059752720299443)	(4, 31.05954721956176)	(5, 31.0595273323936)	(6, 31.05979912369182)	(7, 31.0595273323936)	(8, 31.05954059050571)	(9, 31.059586993898087)	(10, 31.0595273323936)	(11, 31.0595273323936)	(12, 31.059533961449652)	(13, 31.0595273323936)	(14, 31.0595273323936)	(15, 31.0595273323936)	(16, 31.0595273323936)	(17, 31.059586993898087)	(18, 31.0595273323936)	(19, 31.059693058794952)	(20, 31.059852156140256)	(21, 31.05973283313128)	(22, 31.059600252010195)	(23, 31.059905188588687)	(24, 31.05973283313128)	(25, 31.061224370743485)	(26, 31.06788657207799)	(27, 31.069464287418903)	(28, 31.075788406894645)																						
SRR18306570_2	(1, 0.03607532304715964)	(2, 0.029863897524339243)	(3, 0.03158082304238671)	(4, 0.034325252248840976)	(5, 0.03984725594202069)	(6, 0.04811368884165466)	(7, 0.049790840023376706)	(8, 0.059535552423105605)	(9, 0.06609831791680057)	(10, 0.07203795214139724)	(11, 0.07680424344439389)	(12, 0.0821671497922719)	(13, 0.08363217118025836)	(14, 0.08933978844295672)	(15, 0.0850773054000821)	(16, 0.09201792708886859)	(17, 0.07966799565982442)	(18, 0.08771566970966856)	(19, 0.08555459743598719)	(20, 0.07876644403644814)	(21, 0.07144133709651587)	(22, 0.07553146468198033)	(23, 0.06995642854036671)	(24, 0.06003936068322764)	(25, 0.05712257601936321)	(26, 0.05088463427232586)	(27, 0.049094789137681775)	(28, 0.04875007822286144)	(29, 0.012459727197621683)	(30, 0.01521824051013399)	(31, 0.011776743186762834)	(32, 0.012983603591882768)	(33, 0.010768833722045791)	(34, 0.01029141071037457)	(35, 0.011862983010404678)	(36, 0.012479677422221173)	(37, 0.009913456519248152)	(38, 0.010218498824938946)	(39, 0.009893608563090621)	(40, 0.00934992429876894)	(41, 0.006711056013842282)	(42, 0.006306610700746681)	(43, 0.008913355223667187)	(44, 0.007840008638601735)	(45, 0.010457419193876305)	(46, 0.009890495147812088)	(47, 0.009966368013846377)	(48, 0.0069231205572941185)	(49, 0.007922949354177018)	(50, 0.01002587465878689)
SRR18306571_1	(1, 31.059440436409698)	(2, 31.048758375167367)	(3, 31.047934441223994)	(4, 31.04776965443532)	(5, 31.04785689449991)	(6, 31.071983619030004)	(7, 31.047789041116342)	(8, 31.04776965443532)	(9, 31.048293094822878)	(10, 31.04776965443532)	(11, 31.04776965443532)	(12, 31.04776965443532)	(13, 31.04776965443532)	(14, 31.04776965443532)	(15, 31.04776965443532)	(16, 31.04776965443532)	(17, 31.04776965443532)	(18, 31.04776965443532)	(19, 31.04776965443532)	(20, 31.04776965443532)	(21, 31.04826401480134)	(22, 31.047818121137873)	(23, 31.04851604165461)	(24, 31.04813800137471)	(25, 31.050600109864323)	(26, 31.053294858526183)	(27, 31.052945898267808)	(28, 31.05639672748947)																						
SRR18306571_2	(1, 0.07973741903758505)	(2, 0.0502211971837744)	(3, 0.05478676056411752)	(4, 0.06654478260309037)	(5, 0.07023794533750806)	(6, 0.07840943138767632)	(7, 0.08263572785015957)	(8, 0.08923689273766205)	(9, 0.10000619404458608)	(10, 0.10525998460115926)	(11, 0.11559308558512058)	(12, 0.11237489653570672)	(13, 0.11595173918400102)	(14, 0.12446249215202919)	(15, 0.12929946906666023)	(16, 0.13066623007861008)	(17, 0.12845614844226563)	(18, 0.11319883047908076)	(19, 0.11526351200777096)	(20, 0.11936379504362052)	(21, 0.09949244699754109)	(22, 0.11956735519433645)	(23, 0.1081389067327132)	(24, 0.09862004635161564)	(25, 0.10507581113146389)	(26, 0.09124341422329056)	(27, 0.08895578586286385)	(28, 0.08557281002477521)	(29, 0.03174183847797448)	(30, 0.028512422542464357)	(31, 0.04350574026529967)	(32, 0.024041739330132553)	(33, 0.024129118715942956)	(34, 0.0281830040968157)	(35, 0.022829686273171064)	(36, 0.027572147766539653)	(37, 0.024817844874213096)	(38, 0.020987042731713826)	(39, 0.01976515926131063)	(40, 0.021287992398780445)	(41, 0.02035792313104276)	(42, 0.030047496964940933)	(43, 0.018176975456039364)	(44, 0.02086639887959758)	(45, 0.023659628202238)	(46, 0.026131531753648237)	(47, 0.018655840356770738)	(48, 0.019659739581912198)	(49, 0.019511314471895722)	(50, 0.023469490096424343)
SRR18306572_1	(1, 31.053301361999157)	(2, 31.02262482517305)	(3, 31.022331737241586)	(4, 31.022224271666722)	(5, 31.022146114884997)	(6, 31.022146114884997)	(7, 31.022146114884997)	(8, 31.022146114884997)	(9, 31.022175423678146)	(10, 31.022146114884997)	(11, 31.022146114884997)	(12, 31.02226335005758)	(13, 31.022146114884997)	(14, 31.022146114884997)	(15, 31.022146114884997)	(16, 31.022146114884997)	(17, 31.022253580459868)	(18, 31.022146114884997)	(19, 31.022146114884997)	(20, 31.022273119655296)	(21, 31.022253580459868)	(22, 31.02237081563245)	(23, 31.022478281207317)	(24, 31.022214502069005)	(25, 31.023758098508026)	(26, 31.03074336087448)	(27, 31.03281451559013)	(28, 31.038187794333556)																						
SRR18306572_2	(1, 0.05611656927680357)	(2, 0.055540163011599634)	(3, 0.06299436606838953)	(4, 0.07297889493344754)	(5, 0.08310996776423538)	(6, 0.0918439881217323)	(7, 0.09344620214704495)	(8, 0.10593174802722513)	(9, 0.11134410516151294)	(10, 0.11910116574747778)	(11, 0.12467960604292605)	(12, 0.12909546421025112)	(13, 0.1312350061099064)	(14, 0.13667667203734019)	(15, 0.13385325829761244)	(16, 0.13982248250167353)	(17, 0.1264674424248298)	(18, 0.1340681894473495)	(19, 0.13147924605278943)	(20, 0.12416181736401403)	(21, 0.11607259045572829)	(22, 0.11936494488579145)	(23, 0.11516401786820345)	(24, 0.11024991021739698)	(25, 0.10625414475183073)	(26, 0.0952828865175253)	(27, 0.09311403582472404)	(28, 0.09329965818131514)	(29, 0.031015817382620818)	(30, 0.033518226085273536)	(31, 0.029246631407793253)	(32, 0.029618206653754562)	(33, 0.02759486553685747)	(34, 0.02650008724207991)	(35, 0.027917561084327455)	(36, 0.029295866946520237)	(37, 0.025913704918853253)	(38, 0.026539342987528462)	(39, 0.026392835459536898)	(40, 0.024760612385760758)	(41, 0.022093156478593296)	(42, 0.02215207073959762)	(43, 0.025614373456782885)	(44, 0.022488921272935523)	(45, 0.025794158312747076)	(46, 0.02660398948217102)	(47, 0.02603698235507359)	(48, 0.023029661821605953)	(49, 0.02457657000530638)	(50, 0.03175935318045469)
SRR18306573_1	(1, 31.080925002669623)	(2, 31.07235704360297)	(3, 31.070546638692846)	(4, 31.070546638692846)	(5, 31.070546638692846)	(6, 31.098670843312746)	(7, 31.070546638692846)	(8, 31.070546638692846)	(9, 31.071175923822036)	(10, 31.070546638692846)	(11, 31.070546638692846)	(12, 31.070546638692846)	(13, 31.070546638692846)	(14, 31.070546638692846)	(15, 31.070546638692846)	(16, 31.070546638692846)	(17, 31.070546638692846)	(18, 31.070546638692846)	(19, 31.070546638692846)	(20, 31.070546638692846)	(21, 31.07135018739627)	(22, 31.070711220957403)	(23, 31.071592220138267)	(24, 31.071011341557476)	(25, 31.073228361474158)	(26, 31.075977853423232)	(27, 31.07648128152658)	(28, 31.07883383977878)																						
SRR18306573_2	(1, 0.07149647198553304)	(2, 0.026739777335686152)	(3, 0.02877285236845012)	(4, 0.03259696969198236)	(5, 0.035327099021693974)	(6, 0.041184291377990186)	(7, 0.04346908046242969)	(8, 0.0508268758190993)	(9, 0.05991762560845821)	(10, 0.06164089873146768)	(11, 0.07017981386907635)	(12, 0.06854367253318534)	(13, 0.0719999000888841)	(14, 0.0780894438774962)	(15, 0.08419835028546793)	(16, 0.08292041740773058)	(17, 0.08327862586588423)	(18, 0.06947307826244889)	(19, 0.07165137294041028)	(20, 0.07526250145098629)	(21, 0.06173771182826596)	(22, 0.0790769374648387)	(23, 0.06696561905537332)	(24, 0.059723999414861645)	(25, 0.05316975276161779)	(26, 0.05039121688350703)	(27, 0.05168851238060404)	(28, 0.04844527363786151)	(29, 0.016762751481218117)	(30, 0.016249522948674457)	(31, 0.023483391722244836)	(32, 0.014574247024674733)	(33, 0.012966735916202543)	(34, 0.016859674921064088)	(35, 0.013092659521031391)	(36, 0.01565890129130253)	(37, 0.015552379659346718)	(38, 0.012385740574804885)	(39, 0.010429626025761467)	(40, 0.011485278990596984)	(41, 0.0099847284981874)	(42, 0.012861169581978093)	(43, 0.009133158644321581)	(44, 0.010103008061677363)	(45, 0.011550801724480432)	(46, 0.014268829204248443)	(47, 0.009855839580076894)	(48, 0.009501581184873124)	(49, 0.009538914972510045)	(50, 0.010971435434762618)
SRR18306574_1	(1, 31.079494575711898)	(2, 31.040572240313214)	(3, 31.040699118537933)	(4, 31.040523440996015)	(5, 31.040494161405697)	(6, 31.040816236899214)	(7, 31.040494161405697)	(8, 31.040494161405697)	(9, 31.040542960722895)	(10, 31.040494161405697)	(11, 31.040494161405697)	(12, 31.040533200859453)	(13, 31.040494161405697)	(14, 31.040494161405697)	(15, 31.040494161405697)	(16, 31.040494161405697)	(17, 31.040601519903532)	(18, 31.040494161405697)	(19, 31.040660079084176)	(20, 31.040865036216413)	(21, 31.040708878401375)	(22, 31.040640559357293)	(23, 31.040884555943293)	(24, 31.04077719744545)	(25, 31.042192377644252)	(26, 31.049492755497365)	(27, 31.05133736968752)	(28, 31.057456804064397)																						
SRR18306574_2	(1, 0.03683372462252508)	(2, 0.030343415434931235)	(3, 0.032041631673489626)	(4, 0.03509646893020673)	(5, 0.040835268632921286)	(6, 0.048740758019313796)	(7, 0.050761049751391875)	(8, 0.06076490977738239)	(9, 0.06682578497361666)	(10, 0.07314041661929066)	(11, 0.07777635175328627)	(12, 0.08329067459688104)	(13, 0.08465705547847975)	(14, 0.09083504903599389)	(15, 0.0863845513073581)	(16, 0.09337261353039149)	(17, 0.08095806723472325)	(18, 0.08905875388991558)	(19, 0.08645287035143805)	(20, 0.07999184075416417)	(21, 0.07239866699785137)	(22, 0.07624405319320772)	(23, 0.07074925007649294)	(24, 0.06060875196234254)	(25, 0.05716352016802581)	(26, 0.051756555822270935)	(27, 0.05052681302883211)	(28, 0.04994122122243265)	(29, 0.013082203195318368)	(30, 0.015649837282696203)	(31, 0.012320716249511492)	(32, 0.013482508519803132)	(33, 0.011129664891647831)	(34, 0.010661060953249197)	(35, 0.012096215583264578)	(36, 0.012789386722546849)	(37, 0.010133883439838365)	(38, 0.01034867517920049)	(39, 0.010377996304730385)	(40, 0.009206521810230642)	(41, 0.006697772580549257)	(42, 0.006053454345140238)	(43, 0.008582729653682465)	(44, 0.007997912535062887)	(45, 0.010316335379764723)	(46, 0.009407736073298978)	(47, 0.009700038829638718)	(48, 0.006711328360041134)	(49, 0.008007766886351441)	(50, 0.009896920660462266)
SRR18306575_1	(1, 31.04429167250644)	(2, 31.034261443006727)	(3, 31.033500220232195)	(4, 31.03333603492789)	(5, 31.033388275706532)	(6, 31.056956329843498)	(7, 31.03335096086464)	(8, 31.03333603492789)	(9, 31.033776350062176)	(10, 31.03333603492789)	(11, 31.03333603492789)	(12, 31.03333603492789)	(13, 31.03333603492789)	(14, 31.03333603492789)	(15, 31.03333603492789)	(16, 31.03333603492789)	(17, 31.03333603492789)	(18, 31.03333603492789)	(19, 31.03333603492789)	(20, 31.03333603492789)	(21, 31.03405247989215)	(22, 31.033410664611665)	(23, 31.03405994286053)	(24, 31.033746498188663)	(25, 31.03632122227899)	(26, 31.038948187147962)	(27, 31.038545186855565)	(28, 31.042164726518777)																						
SRR18306575_2	(1, 0.08019705818742111)	(2, 0.051531796648440605)	(3, 0.056136448137519224)	(4, 0.06732343773578316)	(5, 0.07136090362815192)	(6, 0.07934627979235634)	(7, 0.08360017176768018)	(8, 0.0898765281733773)	(9, 0.1013023327597296)	(10, 0.10625774376256299)	(11, 0.11661634387089542)	(12, 0.11272067437770412)	(13, 0.11748204820271571)	(14, 0.12632566573036266)	(15, 0.13029596490733159)	(16, 0.13254978135741544)	(17, 0.129907890551688)	(18, 0.11409386055921215)	(19, 0.11634767700929602)	(20, 0.12111651380268537)	(21, 0.10077246200490854)	(22, 0.12118368051808523)	(23, 0.10926532001880071)	(24, 0.09973510940039976)	(25, 0.10664581811820656)	(26, 0.09158554793188459)	(27, 0.08980936145797744)	(28, 0.08724210033602761)	(29, 0.032069474952134726)	(30, 0.02832128054897737)	(31, 0.04295612830061435)	(32, 0.0236622096740581)	(33, 0.024184966985914703)	(34, 0.027574912966914288)	(35, 0.02251999657719946)	(36, 0.027082257484992385)	(37, 0.02470033852456097)	(38, 0.021377603216003918)	(39, 0.01971259190342622)	(40, 0.021273373830151113)	(41, 0.020430710135192907)	(42, 0.029690583940455744)	(43, 0.018251573899532404)	(44, 0.0205617933050562)	(45, 0.023708355988773314)	(46, 0.026358348782586853)	(47, 0.018604782624350797)	(48, 0.019964659320482733)	(49, 0.019631931824195308)	(50, 0.024174424482859863)
SRR18306576_1	(1, 30.9682846979923)	(2, 30.957892015414746)	(3, 30.95712954363501)	(4, 30.957014211769167)	(5, 30.95705265572445)	(6, 30.980996832538448)	(7, 30.957039841072685)	(8, 30.957014211769167)	(9, 30.9575203905137)	(10, 30.957014211769167)	(11, 30.957014211769167)	(12, 30.957014211769167)	(13, 30.957014211769167)	(14, 30.957014211769167)	(15, 30.957014211769167)	(16, 30.957014211769167)	(17, 30.957014211769167)	(18, 30.957014211769167)	(19, 30.957014211769167)	(20, 30.957014211769167)	(21, 30.95757164912074)	(22, 30.95710391433149)	(23, 30.957802312852422)	(24, 30.957449909929018)	(25, 30.959935952370504)	(26, 30.962351514227304)	(27, 30.962370736204946)	(28, 30.965638472403807)																						
SRR18306577_1	(1, 30.965414619533)	(2, 30.935486244826272)	(3, 30.93524287759729)	(4, 30.93502848265748)	(5, 30.93493577133215)	(6, 30.934953154705653)	(7, 30.93493577133215)	(8, 30.93493577133215)	(9, 30.934987921452645)	(10, 30.93493577133215)	(11, 30.93493577133215)	(12, 30.935045866030976)	(13, 30.93493577133215)	(14, 30.93493577133215)	(15, 30.93493577133215)	(16, 30.93493577133215)	(17, 30.935005304826145)	(18, 30.93493577133215)	(19, 30.934947360247815)	(20, 30.934987921452645)	(21, 30.935069043862306)	(22, 30.935225494223793)	(23, 30.935370355669615)	(24, 30.93505745494664)	(25, 30.936575602898852)	(26, 30.943975125551415)	(27, 30.945626546033782)	(28, 30.951438387240138)																						
SRR18306577_2	(1, 0.056206240978753465)	(2, 0.055800628930453185)	(3, 0.06418520941460332)	(4, 0.07386195399548148)	(5, 0.08403702194998572)	(6, 0.09228832990398005)	(7, 0.0943975125551415)	(8, 0.10646736822099134)	(9, 0.11194313087304518)	(10, 0.11968452653774772)	(11, 0.12488794967165705)	(12, 0.1300160448537392)	(13, 0.13195139376991483)	(14, 0.13764155136178452)	(15, 0.1346284332886967)	(16, 0.1403591520853964)	(17, 0.12718255497347009)	(18, 0.1341532877464021)	(19, 0.13199195497474486)	(20, 0.12432009280403664)	(21, 0.11665402509116131)	(22, 0.11974826557390919)	(23, 0.11521699954861174)	(24, 0.11075526701730862)	(25, 0.10757410966706782)	(26, 0.09623435568815851)	(27, 0.09381227231402253)	(28, 0.09376012219352678)	(29, 0.03157964918586887)	(30, 0.034472678749767664)	(31, 0.029625905401875118)	(32, 0.030733349551296574)	(33, 0.028483925250712753)	(34, 0.027312838210886765)	(35, 0.02857102770241744)	(36, 0.030188611860721214)	(37, 0.026779573383249204)	(38, 0.02727823720784022)	(39, 0.026872542227721573)	(40, 0.02545813629512746)	(41, 0.02272267116102819)	(42, 0.022560603573550903)	(43, 0.025832237275274755)	(44, 0.023225578825787803)	(45, 0.02650688662722058)	(46, 0.02697746095571532)	(47, 0.026346155440332236)	(48, 0.02325676963110923)	(49, 0.02507952172639545)	(50, 0.03254995292376489)
SRR18306578_2	(1, 0.07209203914793934)	(2, 0.027187981340290032)	(3, 0.02887468033038188)	(4, 0.03270130695076032)	(5, 0.03523709250729297)	(6, 0.04127822868609132)	(7, 0.04366485038635733)	(8, 0.050451805846488826)	(9, 0.05940737429388125)	(10, 0.061616146780906295)	(11, 0.06971115451906819)	(12, 0.0681850935280327)	(13, 0.07173634072145739)	(14, 0.07852329618158886)	(15, 0.08386450965021305)	(16, 0.08282609972774155)	(17, 0.08298100065540304)	(18, 0.06947019752048364)	(19, 0.07195434943446245)	(20, 0.07459340227610275)	(21, 0.061880052065070315)	(22, 0.07941254224779375)	(23, 0.06652134282352033)	(24, 0.05972865029199399)	(25, 0.052781056832806136)	(26, 0.05054359898880674)	(27, 0.05135252605548345)	(28, 0.048053710003433066)	(29, 0.016544408480584593)	(30, 0.015752504002541978)	(31, 0.022862683417943626)	(32, 0.013531695672967725)	(33, 0.012768473657232876)	(34, 0.016326435983212408)	(35, 0.012630756448600856)	(36, 0.015695197091791884)	(37, 0.014868835466034697)	(38, 0.01213150551983501)	(39, 0.0100254584667407)	(40, 0.01150612013686372)	(41, 0.009865246132439007)	(42, 0.012401990700286065)	(43, 0.009280475601130324)	(44, 0.00987847864081777)	(45, 0.011541957254102907)	(46, 0.01379674214078644)	(47, 0.009794005202090197)	(48, 0.009070748582473503)	(49, 0.009088662059329388)	(50, 0.010850492479407867)
SRR18306579_1	(1, 31.006119695204003)	(2, 30.967264763425778)	(3, 30.96744435234558)	(4, 30.967189451943277)	(5, 30.967160485988472)	(6, 30.967386420435965)	(7, 30.967160485988472)	(8, 30.967177865561357)	(9, 30.96724159066193)	(10, 30.967160485988472)	(11, 30.967160485988472)	(12, 30.967195245134242)	(13, 30.967160485988472)	(14, 30.967160485988472)	(15, 30.967160485988472)	(16, 30.967160485988472)	(17, 30.967282142998663)	(18, 30.967160485988472)	(19, 30.967403800008853)	(20, 30.967606561692502)	(21, 30.967369040863087)	(22, 30.967316902144432)	(23, 30.967484904682312)	(24, 30.967369040863087)	(25, 30.968892650085937)	(26, 30.975960343058865)	(27, 30.97758243652806)	(28, 30.98366528703755)																						
SRR18306579_2	(1, 0.036381239237699495)	(2, 0.02995079727052649)	(3, 0.0316134430764532)	(4, 0.034504245366200344)	(5, 0.04014681336262062)	(6, 0.04745782035592901)	(7, 0.04986778779587854)	(8, 0.059565589465290794)	(9, 0.0660365837691937)	(10, 0.07237433468098405)	(11, 0.07648750026359019)	(12, 0.0817708904204026)	(13, 0.08371160939247733)	(14, 0.0889486540215984)	(15, 0.08507300926841035)	(16, 0.0919263541757668)	(17, 0.08003872632293887)	(18, 0.08752932223605121)	(19, 0.08531632328878988)	(20, 0.07846877157239483)	(21, 0.07173129048426674)	(22, 0.07498127061362174)	(23, 0.06957043025565815)	(24, 0.059803110294708896)	(25, 0.05696444672361451)	(26, 0.051066978324891876)	(27, 0.04979826950434153)	(28, 0.04888873852339905)	(29, 0.01241274066417898)	(30, 0.015008873779312069)	(31, 0.011723157547589616)	(32, 0.013409498201394553)	(33, 0.011027780445062212)	(34, 0.01051203825408373)	(35, 0.011543545271935966)	(36, 0.012777876066655659)	(37, 0.010146969964679156)	(38, 0.010419343818932898)	(39, 0.010112249445840039)	(40, 0.008930155750956558)	(41, 0.006855843119764451)	(42, 0.006056152764338174)	(43, 0.00878042605988726)	(44, 0.008010539597946264)	(45, 0.010309985545724988)	(46, 0.009676967499611498)	(47, 0.009569100487633193)	(48, 0.006971725289150214)	(49, 0.007688304580593038)	(50, 0.009463401744001908)
SRR18306580_1	(1, 30.970878313786756)	(2, 30.96097484203409)	(3, 30.96014129497074)	(4, 30.960007227960553)	(5, 30.96008300496631)	(6, 30.984034367786613)	(7, 30.96003637296276)	(8, 30.960007227960553)	(9, 30.96057264100352)	(10, 30.960007227960553)	(11, 30.960007227960553)	(12, 30.960007227960553)	(13, 30.960007227960553)	(14, 30.960007227960553)	(15, 30.960007227960553)	(16, 30.960007227960553)	(17, 30.960007227960553)	(18, 30.960007227960553)	(19, 30.960007227960553)	(20, 30.960007227960553)	(21, 30.960630931007948)	(22, 30.960100491967633)	(23, 30.960747511016812)	(24, 30.96043274499289)	(25, 30.96289841218028)	(26, 30.96557975238406)	(27, 30.965393224369887)	(28, 30.968290237590058)																						
SRR18306580_2	(1, 0.07992725407447131)	(2, 0.051050385879829324)	(3, 0.055597006225372475)	(4, 0.0666138170626501)	(5, 0.07088647438737206)	(6, 0.07882557299074354)	(7, 0.08296999230571941)	(8, 0.0893002867868218)	(9, 0.1004453356338455)	(10, 0.10499195597938865)	(11, 0.11533843176572081)	(12, 0.11154375247732519)	(13, 0.11612534682552636)	(14, 0.12524190351838468)	(15, 0.1290365828067803)	(16, 0.13124577397467882)	(17, 0.12840122175849286)	(18, 0.11253468255263588)	(19, 0.1157348037958451)	(20, 0.12003660612278205)	(21, 0.0995651565669519)	(22, 0.11988505211126396)	(23, 0.10858844925272214)	(24, 0.09860337149385624)	(25, 0.10545244701438597)	(26, 0.09086245890554688)	(27, 0.08960922381030101)	(28, 0.08664809158525497)	(29, 0.03202877691128752)	(30, 0.02824394181153132)	(31, 0.04268964100286365)	(32, 0.02422008187122498)	(33, 0.024208537979848534)	(34, 0.027952683740490154)	(35, 0.022447420896898395)	(36, 0.02655900607497898)	(37, 0.024488642845128902)	(38, 0.02136851829387778)	(39, 0.01943238085506908)	(40, 0.020861374736017877)	(41, 0.02010995854712315)	(42, 0.029488690830440263)	(43, 0.018116501000228002)	(44, 0.020352908584639836)	(45, 0.023150547302981665)	(46, 0.026389073322890262)	(47, 0.01840360203238247)	(48, 0.019598932547177646)	(49, 0.019049021678678082)	(50, 0.02348106480834877)
SRR18306581_1	(1, 30.967382768965784)	(2, 30.937533889075908)	(3, 30.937321944366637)	(4, 30.93712177436343)	(5, 30.93703346406789)	(6, 30.937062900833073)	(7, 30.93703346406789)	(8, 30.93703346406789)	(9, 30.937068788186107)	(10, 30.93703346406789)	(11, 30.93703346406789)	(12, 30.937157098481638)	(13, 30.93703346406789)	(14, 30.93703346406789)	(15, 30.93703346406789)	(16, 30.93703346406789)	(17, 30.937068788186107)	(18, 30.93703346406789)	(19, 30.937039351420932)	(20, 30.937062900833073)	(21, 30.937157098481638)	(22, 30.937280732895385)	(23, 30.93747501554556)	(24, 30.937145323775567)	(25, 30.938658373505685)	(26, 30.946070550977357)	(27, 30.948036926891202)	(28, 30.953606362862768)																						
SRR18306581_2	(1, 0.05621244678274408)	(2, 0.056053488250786175)	(3, 0.06443119162027137)	(4, 0.07426895854255514)	(5, 0.08417737370126464)	(6, 0.09237845647968551)	(7, 0.0946862988695929)	(8, 0.10614897522966858)	(9, 0.11210108914853686)	(10, 0.11944261838377794)	(11, 0.12471768670356624)	(12, 0.1290154544194652)	(13, 0.13160588975507553)	(14, 0.13706346601896363)	(15, 0.13424342391496966)	(16, 0.14026618607026367)	(17, 0.12693133144490595)	(18, 0.13416688832550847)	(19, 0.13131740945633708)	(20, 0.12461760170196312)	(21, 0.11673443598745806)	(22, 0.11954859073841655)	(23, 0.11499766684199203)	(24, 0.11000519146790667)	(25, 0.10726168495337393)	(26, 0.09631709566042031)	(27, 0.09378553385516476)	(28, 0.09376787179605832)	(29, 0.031331996878463664)	(30, 0.03410648835001292)	(31, 0.0288874945187982)	(32, 0.03024241944068018)	(33, 0.02812189066522291)	(34, 0.02692612986217368)	(35, 0.028116167308690775)	(36, 0.029435696434027665)	(37, 0.026549277272946835)	(38, 0.02704414185951302)	(39, 0.026408081497354127)	(40, 0.025147680030792215)	(41, 0.02261572044118269)	(42, 0.02242155636470576)	(43, 0.025775005820732742)	(44, 0.02302651212978091)	(45, 0.026254132933387124)	(46, 0.026737216884089237)	(47, 0.026031971341462654)	(48, 0.0231781314147788)	(49, 0.024765673238003532)	(50, 0.03239032130776713)
SRR18306582_1	(1, 30.97285441378352)	(2, 30.964442668890534)	(3, 30.962328082051094)	(4, 30.962328082051094)	(5, 30.962328082051094)	(6, 30.989596349256114)	(7, 30.962328082051094)	(8, 30.962328082051094)	(9, 30.96300381779042)	(10, 30.962328082051094)	(11, 30.962328082051094)	(12, 30.962328082051094)	(13, 30.962328082051094)	(14, 30.962328082051094)	(15, 30.962328082051094)	(16, 30.962328082051094)	(17, 30.962328082051094)	(18, 30.962328082051094)	(19, 30.962328082051094)	(20, 30.96233390735919)	(21, 30.963108673336176)	(22, 30.962427112288754)	(23, 30.963452366513938)	(24, 30.96275915485032)	(25, 30.96511257932176)	(26, 30.967477654409404)	(27, 30.967891251284335)	(28, 30.97031457945295)																						
SRR18306582_2	(1, 0.07158138590370976)	(2, 0.027472152988435482)	(3, 0.029120715180065513)	(4, 0.03322173208079889)	(5, 0.03597127750288149)	(6, 0.0416859047466591)	(7, 0.04423156438532456)	(8, 0.05130348841585057)	(9, 0.05990746847605396)	(10, 0.06234827256896203)	(11, 0.07080079461862698)	(12, 0.06862795469821001)	(13, 0.07162216306039319)	(14, 0.07874068955570025)	(15, 0.08440871433469681)	(16, 0.08292326076980049)	(17, 0.08359317120102824)	(18, 0.06996777556066551)	(19, 0.0718376994600056)	(20, 0.07547269171292835)	(21, 0.06167253682963665)	(22, 0.07924166605209666)	(23, 0.06671142833408887)	(24, 0.06065893322064858)	(25, 0.05326661724475276)	(26, 0.05090154215711391)	(27, 0.0521656340143002)	(28, 0.049130648495433596)	(29, 0.01668237498051635)	(30, 0.015849157046267187)	(31, 0.023383355339597643)	(32, 0.013868041506232462)	(33, 0.013174654016745736)	(34, 0.016828140286556194)	(35, 0.012615285647359356)	(36, 0.016356174193546506)	(37, 0.01537725463387654)	(38, 0.012230717362164651)	(39, 0.010127230175742987)	(40, 0.011683108189252835)	(41, 0.010331700617734304)	(42, 0.012668548806662327)	(43, 0.009329988523706183)	(44, 0.01003631022806087)	(45, 0.011153916703972718)	(46, 0.014084633647179986)	(47, 0.009927070646420684)	(48, 0.009511023378299873)	(49, 0.009621735442285236)	(50, 0.01090527441908961)
SRR18306583_1	(1, 30.967571400454695)	(2, 30.928373069992247)	(3, 30.928544061506003)	(4, 30.9283141074013)	(5, 30.92829641862402)	(6, 30.928502787692334)	(7, 30.92829641862402)	(8, 30.92830821114221)	(9, 30.92842024006501)	(10, 30.92829641862402)	(11, 30.92829641862402)	(12, 30.92830821114221)	(13, 30.92829641862402)	(14, 30.92829641862402)	(15, 30.92829641862402)	(16, 30.92829641862402)	(17, 30.928396655028628)	(18, 30.92829641862402)	(19, 30.928455617619576)	(20, 30.92871505301975)	(21, 30.928473306396864)	(22, 30.928473306396864)	(23, 30.92869736424247)	(24, 30.928544061506003)	(25, 30.930124258943415)	(26, 30.93746510151648)	(27, 30.93848515433989)	(28, 30.94503000193515)																						
